,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
11,David Njoku,CLE,TE,0.0,0,0.0,47.4,607.5,5.5,0.1,0.0,0.0,0,0.0,0.0
12,Dawson Knox,BUF,TE,0.0,0,0.0,44.1,539.3,6.3,0.1,0.0,0.0,0,0.0,0.0
13,Hunter Henry,NE,TE,0.0,0,0.0,48.7,535.6,6.0,0.1,0.0,0.0,0,0.0,0.0
14,Noah Fant,SEA,TE,0.0,0,0.0,60.9,639.7,4.0,0.6,0.0,0.0,0,0.0,0.0
15,Pat Freiermuth,PIT,TE,0.0,0,0.0,63.5,540.4,5.6,0.7,0.0,0.0,0,0.0,0.0
16,Logan Thomas,WAS,TE,0.0,0,0.0,49.7,528.6,5.5,0.6,0.0,0.0,0,0.0,0.0
17,Gerald Everett,LAC,TE,0.0,0,0.0,59.0,584.8,4.7,1.3,0.0,0.0,0,0.0,0.0
18,Cole Kmet,CHI,TE,0.0,0,0.0,59.8,649.7,3.4,0.7,0.0,0.0,0,0.0,0.0
19,Tyler Higbee,LAR,TE,0.0,0,0.0,58.7,577.1,4.3,0.7,0.0,0.0,0,0.0,0.0
20,Robert Tonyan,GB,TE,0.0,0,0.0,47.0,512.3,5.0,0.1,0.0,0.0,0,0.0,0.0
21,Irv Smith Jr.,MIN,TE,0.0,0,0.0,49.9,504.0,4.9,0.2,0.0,0.0,0,0.0,0.0
22,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,49.7,510.8,4.9,0.7,0.0,0.0,0,0.0,0.0
23,Austin Hooper,TEN,TE,0.0,0,0.0,54.5,503.6,5.0,0.6,0.0,0.0,0,0.0,0.0
24,Evan Engram,JAC,TE,0.0,0,0.0,53.4,562.6,3.3,0.7,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,0,0.0,42.3,430.9,4.3,0.7,0.0,0.0,0,0.0,0.0
26,C.J. Uzomah,NYJ,TE,0.0,0,0.0,46.8,444.9,3.3,0.1,0.0,0.0,0,0.0,0.0
27,Mo Alie-Cox,IND,TE,0.0,0,0.0,31.1,396.7,4.0,0.1,0.0,0.0,0,0.0,0.0
28,Brevin Jordan,HOU,TE,0.0,0,0.0,43.0,428.2,3.5,0.2,0.0,0.0,0,0.0,0.0
29,Cameron Brate,TB,TE,0.0,0,0.0,37.7,355.8,3.7,0.2,0.0,0.0,0,0.0,0.0
30,Adam Trautman,NO,TE,0.0,0,0.0,35.2,356.5,3.1,0.6,0.0,0.0,0,0.0,0.0
31,Harrison Bryant,CLE,TE,0.0,0,0.0,27.7,304.1,3.8,0.1,0.0,0.0,0,0.0,0.0
32,Foster Moreau,LV,TE,0.0,0,0.0,22.8,277.2,3.2,0.1,0.0,0.0,0,0.0,0.0
33,Dan Arnold,JAC,TE,0.0,0,0.0,30.0,354.4,1.7,0.7,0.0,0.0,0,0.0,0.0
34,Paul Quessenberry,HOU,TE,0.0,0,0.0,35.0,335.0,2.0,1.0,0.0,0.0,0,0.0,0.0
35,Geoff Swaim,TEN,TE,0.0,0,0.0,29.7,244.9,2.9,0.1,0.0,0.0,0,0.0,0.0
36,Jonnu Smith,NE,TE,0.0,0,0.0,28.1,298.1,2.0,0.1,0.0,0.0,0,0.0,0.0
37,Tyler Conklin,NYJ,TE,0.0,0,0.0,30.3,315.5,1.6,0.1,0.0,0.0,0,0.0,0.0
38,O.J. Howard,BUF,TE,0.0,0,0.0,25.3,282.3,2.0,0.1,0.0,0.0,0,0.0,0.0
39,James O'Shaughnessy,CHI,TE,0.0,0,0.0,29.1,315.3,1.4,0.1,0.0,0.0,0,0.0,0.0
40,Donald Parham Jr.,LAC,TE,0.0,0,0.0,22.0,224.5,2.8,0.1,0.0,0.0,0,0.0,0.0
41,Jeremiah Hall,NYG,TE,0.0,0,0.0,34.0,288.0,2.0,1.0,0.0,0.0,0,0.0,0.0
42,Ricky Seals-Jones,NYG,TE,0.0,0,0.0,25.7,244.1,2.2,0.1,0.0,0.0,0,0.0,0.0
43,Tommy Tremble,CAR,TE,0.0,0,0.0,27.8,279.2,1.6,0.1,0.0,0.0,0,0.0,0.0
44,John Bates,WAS,TE,0.0,0,0.0,24.7,294.9,1.1,0.1,0.0,0.0,0,0.0,0.0
45,Cade Otton,TB,TE,0.0,0,0.0,22.3,234.9,1.9,0.1,0.0,0.0,0,0.0,0.0
46,Kendall Blanton,LAR,TE,0.0,0,0.0,22.4,238.6,1.9,0.5,0.0,0.0,0,0.0,0.0
47,Jordan Akins,NYG,TE,0.0,0,0.0,27.4,254.3,1.4,0.6,0.0,0.0,0,0.0,0.0
48,Maxx Williams,ARI,TE,0.0,0,0.0,22.3,242.3,1.3,0.0,0.0,0.0,0,0.0,0.0
49,Will Dissly,SEA,TE,0.0,0,0.0,21.8,228.6,1.5,0.1,0.0,0.0,0,0.0,0.0
50,Anthony Firkser,ATL,TE,0.0,0,0.0,26.9,243.6,1.4,0.6,0.0,0.0,0,0.0,0.0
51,Pharaoh Brown,HOU,TE,0.0,0,0.0,26.7,228.7,1.0,0.6,0.0,0.0,0,0.0,0.0
52,Ian Thomas,CAR,TE,0.0,0,0.0,21.8,208.4,0.9,0.1,0.0,0.0,0,0.0,0.0
53,Brock Wright,DET,TE,0.0,0,0.0,16.3,153.7,1.8,0.0,0.0,0.0,0,0.0,0.0
54,Kylen Granson,IND,TE,0.0,0,0.0,16.0,164.4,1.5,0.1,0.0,0.0,0,0.0,0.0
55,Marcedes Lewis,GB,TE,0.0,0,0.0,18.6,171.8,1.4,0.5,0.0,0.0,0,0.0,0.0
56,Nick Boyle,BAL,TE,0.0,0,0.0,15.2,139.9,1.5,0.0,0.0,0.0,0,0.0,0.0
57,Josiah Deguara,GB,TE,0.0,0,0.0,13.8,143.4,1.3,0.1,0.0,0.0,0,0.0,0.0
58,Durham Smythe,MIA,TE,0.0,0,0.0,16.2,164.4,0.7,0.0,0.0,0.0,0,0.0,0.0
59,Trey McBride,ARI,TE,0.0,0,0.0,24.9,156.2,1.0,0.5,0.0,0.0,0,0.0,0.0
60,Ko Kieft,TB,TE,0.0,0,0.0,13.4,138.0,1.1,0.0,0.0,0.0,0,0.0,0.0
61,Brycen Hopkins,LAR,TE,0.0,0,0.0,12.0,138.0,1.0,0.0,0.0,0.0,0,0.0,0.0
62,Daniel Bellinger,NYG,TE,0.0,0,0.0,13.9,141.2,1.0,0.1,0.0,0.0,0,0.0,0.0
63,Matt Bushman,KC,TE,0.0,0,0.0,14.0,136.0,1.0,0.0,0.0,0.0,0,0.0,0.0
64,Ryan Griffin,CHI,TE,0.0,0,0.0,12.2,124.5,1.2,0.0,0.0,0.0,0,0.0,0.0
65,Kyle Markway,LAR,TE,0.0,0,0.0,12.0,133.0,1.0,0.0,0.0,0.0,0,0.0,0.0
66,Kenny Yeboah,NYJ,TE,0.0,0,0.0,11.0,129.0,1.0,0.0,0.0,0.0,0,0.0,0.0
67,Nick Eubanks,CIN,TE,0.0,0,0.0,12.0,127.0,1.0,0.0,0.0,0.0,0,0.0,0.0
68,Stephen Anderson,ARI,TE,0.0,0,0.0,12.0,124.0,1.0,0.0,0.0,0.0,0,0.0,0.0
69,Eli Wolf,GB,TE,0.0,0,0.0,12.0,123.0,1.0,0.0,0.0,0.0,0,0.0,0.0
70,Alize Mack,GB,TE,0.0,0,0.0,12.0,123.0,1.0,0.0,0.0,0.0,0,0.0,0.0
71,Greg Dulcich,DEN,TE,0.0,0,0.0,11.8,119.2,1.1,0.0,0.0,0.0,0,0.0,0.0
72,Nick Muse,MIN,TE,0.0,0,0.0,12.0,122.0,1.0,0.0,0.0,0.0,0,0.0,0.0
73,Chris Manhertz,JAC,TE,0.0,0,0.0,9.8,105.0,1.3,0.0,0.0,0.0,0,0.0,0.0
74,Jelani Woods,IND,TE,0.0,0,0.0,11.3,116.1,1.1,0.0,0.0,0.0,0,0.0,0.0
75,Tyler Kroft,SF,TE,0.0,0,0.0,11.0,125.0,0.8,0.0,0.0,0.0,0,0.0,0.0
76,Noah Gray,KC,TE,0.0,0,0.0,10.6,102.4,1.2,0.1,0.0,0.0,0,0.0,0.0
77,Blake Bell,KC,TE,0.0,0,0.0,13.3,117.1,0.9,0.0,0.0,0.0,0,0.0,0.0
78,James Mitchell,DET,TE,0.0,0,0.0,12.0,106.0,1.0,0.0,0.0,0.0,0,0.0,0.0
79,Charlie Woerner,SF,TE,0.0,0,0.0,10.0,102.0,1.0,0.0,0.0,0.0,0,0.0,0.0
80,Connor Heyward,PIT,TE,0.0,0,0.0,11.5,115.9,0.7,0.1,0.0,0.0,0,0.0,0.0
81,Tyree Jackson,PHI,TE,0.0,0,0.0,9.5,98.0,1.0,0.1,0.0,0.0,0,0.0,0.0
82,Jake Ferguson,DAL,TE,0.0,0,0.0,10.1,100.0,0.8,0.0,0.0,0.0,0,0.0,0.0
83,Jody Fortson,KC,TE,0.0,0,0.0,8.2,93.2,0.9,0.0,0.0,0.0,0,0.0,0.0
84,Jacob Harris,LAR,TE,0.0,0,0.0,9.0,97.4,0.8,0.0,0.0,0.0,0,0.0,0.0
85,Nick Vannett,NO,TE,0.0,0,0.0,8.0,93.8,0.8,0.0,0.0,0.0,0,0.0,0.0
86,Drew Sample,CIN,TE,0.0,0,0.0,10.0,89.0,0.8,0.0,0.0,0.0,0,0.0,0.0
87,Luke Farrell,JAC,TE,0.0,0,0.0,9.8,91.2,0.8,0.0,0.0,0.0,0,0.0,0.0
88,Ben Ellefson,MIN,TE,0.0,0,0.0,7.8,81.7,0.8,0.0,0.0,0.0,0,0.0,0.0
89,Sean McKeon,DAL,TE,0.0,0,0.0,8.3,84.4,0.8,0.1,0.0,0.0,0,0.0,0.0
90,Tre' McKitty,LAC,TE,0.0,0,0.0,8.3,84.1,0.8,0.1,0.0,0.0,0,0.0,0.0
91,Juwan Johnson,NO,TE,0.0,0,0.0,5.3,60.1,1.1,0.0,0.0,0.0,0,0.0,0.0
92,Adam Shaheen,MIA,TE,0.0,0,0.0,8.5,81.1,0.7,0.0,0.0,0.0,0,0.0,0.0
93,Tommy Hudson,TEN,TE,0.0,0,0.0,7.6,80.1,0.7,0.0,0.0,0.0,0,0.0,0.0
94,Jeremy Sprinkle,DAL,TE,0.0,0,0.0,8.0,78.1,0.6,0.0,0.0,0.0,0,0.0,0.0
95,Tommy Sweeney,BUF,TE,0.0,0,0.0,7.9,72.8,0.7,0.0,0.0,0.0,0,0.0,0.0
96,Nakia Griffin-Stewart,CLE,TE,0.0,0,0.0,7.2,73.4,0.6,0.0,0.0,0.0,0,0.0,0.0
97,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,7.3,72.8,0.7,0.0,0.0,0.0,0,0.0,0.0
98,Dominique Dafney,GB,TE,0.0,0,0.0,5.3,70.5,0.7,0.0,0.0,0.0,0,0.0,0.0
99,Devin Asiasi,NE,TE,0.0,0,0.0,5.9,77.3,0.6,0.0,0.0,0.0,0,0.0,0.0
100,Charlie Kolar,BAL,TE,0.0,0,0.0,6.9,72.4,0.7,0.0,0.0,0.0,0,0.0,0.0
101,Isaiah Likely,BAL,TE,0.0,0,0.0,6.8,71.3,0.6,0.0,0.0,0.0,0,0.0,0.0
102,Antony Auclair,HOU,TE,0.0,0,0.0,8.1,77.7,0.5,0.1,0.0,0.0,0,0.0,0.0
103,Grant Calcaterra,PHI,TE,0.0,0,0.0,6.6,67.1,0.7,0.0,0.0,0.0,0,0.0,0.0
104,Miller Forristall,CLE,TE,0.0,0,0.0,7.0,71.8,0.6,0.1,0.0,0.0,0,0.0,0.0
105,Colby Parkinson,SEA,TE,0.0,0,0.0,7.2,72.6,0.6,0.1,0.0,0.0,0,0.0,0.0
106,Jacob Hollister,LV,TE,0.0,0,0.0,7.4,66.5,0.6,0.0,0.0,0.0,0,0.0,0.0
107,Hunter Long,MIA,TE,0.0,0,0.0,6.9,65.4,0.6,0.0,0.0,0.0,0,0.0,0.0
108,Cole Turner,WAS,TE,0.0,0,0.0,6.4,60.9,0.6,0.0,0.0,0.0,0,0.0,0.0
109,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,5.8,59.9,0.6,0.0,0.0,0.0,0,0.0,0.0
110,Andrew Ogletree,IND,TE,0.0,0,0.0,5.9,59.3,0.6,0.0,0.0,0.0,0,0.0,0.0
111,Johnny Mundt,MIN,TE,0.0,0,0.0,5.7,57.6,0.5,0.0,0.0,0.0,0,0.0,0.0
112,Parker Hesse,ATL,TE,0.0,0,0.0,5.4,53.5,0.3,0.0,0.0,0.0,0,0.0,0.0
113,Codey McElroy,TB,TE,0.0,0,0.0,4.3,46.2,0.4,0.0,0.0,0.0,0,0.0,0.0
114,Hunter Kampmoyer,LAC,TE,0.0,0,0.0,3.9,40.1,0.4,0.0,0.0,0.0,0,0.0,0.0
115,Teagan Quitoriano,HOU,TE,0.0,0,0.0,4.2,42.5,0.3,0.0,0.0,0.0,0,0.0,0.0
116,Eric Tomlinson,DEN,TE,0.0,0,0.0,3.5,37.0,0.3,0.0,0.0,0.0,0,0.0,0.0
117,Mitchell Wilcox,CIN,TE,0.0,0,0.0,3.6,36.6,0.3,0.0,0.0,0.0,0,0.0,0.0
118,Zach Gentry,PIT,TE,0.0,0,0.0,4.0,37.5,0.3,0.0,0.0,0.0,0,0.0,0.0
119,Jack Stoll,PHI,TE,0.0,0,0.0,3.3,32.9,0.3,0.0,0.0,0.0,0,0.0,0.0
120,Sammis Reyes,WAS,TE,0.0,0,0.0,3.4,35.5,0.3,0.0,0.0,0.0,0,0.0,0.0
121,Tyler Mabry,SEA,TE,0.0,0,0.0,3.6,36.5,0.2,0.0,0.0,0.0,0,0.0,0.0
122,Stephen Sullivan,CAR,TE,0.0,0,0.0,3.7,37.0,0.2,0.0,0.0,0.0,0,0.0,0.0
123,Ross Dwelley,SF,TE,0.0,0,0.0,3.1,28.9,0.2,0.0,0.0,0.0,0,0.0,0.0
124,Zach Davidson,MIN,TE,0.0,0,0.0,1.8,19.0,0.2,0.0,0.0,0.0,0,0.0,0.0
125,Shane Zylstra,DET,TE,0.0,0,0.0,1.8,18.1,0.2,0.0,0.0,0.0,0,0.0,0.0
126,Chris Myarick,NYG,TE,0.0,0,0.0,1.9,18.6,0.1,0.0,0.0,0.0,0,0.0,0.0
127,John FitzPatrick,ATL,TE,0.0,0,0.0,1.7,17.2,0.1,0.0,0.0,0.0,0,0.0,0.0
128,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
129,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
